retweetcount,text,sentiment,selected_text
1,"LIVE LIFE like an ACE
 WIN THE RACE 

INKY  NIGHTS 
 NEVER LOOSE THE SIGHT 

LIFE IS BRIGHT 

poems from my scars 
poetry writing vss Throwback LIFE 
voguemagazine
BDUTT ANI  TOIIndiaNews AmitabhBachchan BREAKING COVID19 EyeTwitter GodMorningSunday India",positive, live life like an ace
1,The whole bachan family got covid19 positvhope you all get well soon️️ bachanfamily AmitabhBachhan AbhishekBachchan AishwaryaRaiBachchan COVID19India Guwahati assam LINK,positive, positvhope
0,Covid19 Cure COVID19 Covid19 COVID19India coronavirus CoronaUpdatesInIndia COVID covid LINK,neutral, covid19 cure covid19 covid19 covid19india coronavirus coronaupdatesinindia covid covid link
0,Technological transformation amp policy frameworks around technologies that would enable a less contact society may be a significant fallout of COVID19India amp it could prove to be defining moment for  India phdchamber ArtificialIntelligence IndicAwakening tech,positive, defining moment for india phdchamber artificialintelligence indicawakening tech
0,Whenever authorities and personnels ask to take preacautions think of this picture COVID19India StayHomeStaySafe LINK,neutral, whenever authorities and personnels ask to take preacautions think of this picture covid19india stayhomestaysafe link
0,"Nearly 30k people affecting daily in India now It can be any one next to you So please take care and stay home
My sympathy is with evey Indian human being
India COVID19India
CoronaUpdatesInIndia",neutral, nearly 30k people affecting daily in india now it can be any one next to you so please take care and stay home my sympathy is with evey indian human being india covid19india coronaupdatesinindia
0,"And what about MatruBhumi India 🤔
It has been more than 21 days now Mahabharata had lasted only for 18 days

Covid19 
coronavirus 
IndiaFightsCorona LINK LINK",positive, 🤔
0,How are the COVID report of Bollywood stars coming so fast these people used to say a waiting time of at least 23 days for the common man to take the test AmitabhBachchanCovidPositive AbishekBachchan AishwaryaRai JayaBachchan COVID19India covidpositive,negative, how are the covid report of bollywood stars coming so fast these people used to say a waiting time of at least 23 days for the common man to take the test amitabhbachchancovidpositive abishekbachchan aishwaryarai jayabachchan covid19india covidpositive
0,Bollywood superstar Amitabh Bachchan is in stable condition with Covid19 symptoms in a hospital isolation unit  india coronavirus AishwaryaRai sl,positive, stable condition
0,"Wishing SrBachchan  juniorbachchan AishwaryaRaiBachchan amp AaradhyaBachchan a speedy recovery from Coronavirus infection
COVID19India",positive, wishing
0,"I was using video call to say hi to my friends and relatives today I am on a video call with my neighbours too

I was dressed for the occasion today there are no occasions to dress

I was worried about the future today I am worried about the present
COVID19India coronavirus",neutral, i was using video call to say hi to my friends and relatives today i am on a video call with my neighbours too i was dressed for the occasion today there are no occasions to dress i was worried about the future today i am worried about the present covid19india coronavirus
2,"Our new post
Best laptops under Rs500 in India with detailed buying guide
Click on below link to read👇
LINK

sundaybest sundaytech tech
india corona Covid19 Tech4All COVID coronavirus bestlaptops top Top10 stayathome StayHomeStaySafe",positive, best
1,"I fear if not due to virus people might fall sick or die due to eating 🍽️ and drinking 🍾 
In any way I do not wish that it happens
People please be wise
Stop Panic Shopping
Save Life
🙏
Pune India Covid19 SayNoToPanicShopping",negative, fear
2,Once upon a time world was proud of India in dealing with COVID19 prevention,positive, proud
45,Hi guys I am giving few tips incase anyone of u or ur family members feel sick with Mild COVID Symptoms Firstly there is nothing to panic if u have no breathing issues Keep the below tablets handy  VITAMIN C VITAMIN E and VITAMIN D COVID19India 1,negative, sick
0,Shootout PMOIndia INCIndiaLive INCMP BJP4India BJP4MP digvijaya28 RajeshJ52959441   pnarahari projsindore jitupatwari TOIIndiaNews ajtak ANI ndtvindia PoliceIndore DainikBhaskar JagranNews OfficeOfKNath ChouhanShivraj AmitabhBachhan COVID19India LINK,neutral, shootout pmoindia incindialive incmp bjp4india bjp4mp digvijaya28 rajeshj52959441 pnarahari projsindore jitupatwari toiindianews ajtak ani ndtvindia policeindore dainikbhaskar jagrannews officeofknath chouhanshivraj amitabhbachhan covid19india link
1,42 deaths amp 2000 COVID19 positive cases in Mangalore Dakshina Kannada District Karnataka Anyone even bothered about failing medical system rashtrapatibhvn PMOIndia narendramodi MoHFWINDIA DHFWKA CMofKarnataka BSYBJP PIBIndia ANI Mangalore Karnataka India,positive, positive
0,ugccancelexam DrRPNishank narendramodi StudentsLivesMatters By making  final year exams compulsory in COVID19India is to make mockery of its own evaluation system  The statement by Rajneesh Jain  secretary UGC to conduct offline exams compulsorily is extremely shameful,positive, extremely shameful
0,"Worlds biggest Covid hospital in Bangalore 
Good preventive steps by the state Govt 

Hope these beds never get filled  to the maximum in the coming days
Covid19Karnataka COVID19India COVID Covid19 LINK",positive, good
0,BigB get well soon SrBachchan COVID19India coronavirus,neutral, bigb get well soon srbachchan covid19india coronavirus
0,After Senior amp junior bacchan  what m i listening  Aishwarya maam amp daughter found positive 😳 AishwaryaRaiBachchan AishwaryaRai COVID19India Get well soon u all SrBachchan juniorbachchan AishwaryaSpice,positive, positive
1,"Respected our  beloved Shri Amitbh Bachhan definetely will recovery soonwe always praying to God
AmitabhBachchan 
COVID19India 
pharmacistcadre LINK",positive, respected
0,"indian people always has curiosity to know about their favourite star even though their family doesnt has water to drink
so by this if people amp government attention will go on COVID19India  it will Great AishwaryaRai AishwaryaRaiBachchan",positive, great
0,"Get speedy recover💐 SrBachchan juniorbachchan AishwaryaRai AaradhyaBachchan May God gives you and your entire family full strength to fight with caronavirus2020 COVID19India 
Our prayers 🙏🙏🙏🙏are with you sir LINK",positive, our prayers
0,socialepfo my dads pension is stuck since Jan2020 even though UmangOfficial app shows his life certificate as active Every penny counts for a retired professional especially in these COVID19India times,positive, every penny counts for a retired professional especially in these covid19india times
0,"China People Who Reveal Truth About Covid19 Virus Will Be Given Cash Prize of 2 Lakh

COVID Covid19 COVID19India COVID19Pandemic coronavirus CoronavirusPandemic CoronaVirusUpdates CoronaVirusUpdate Wuhan WuhanVirus wuhancoronavius POTUS realDonaldTrump ChinaVirus",neutral, china people who reveal truth about covid19 virus will be given cash prize of 2 lakh covid covid19 covid19india covid19pandemic coronavirus coronaviruspandemic coronavirusupdates coronavirusupdate wuhan wuhanvirus wuhancoronavius potus realdonaldtrump chinavirus
0,"PioneerAgenda by PradeepDavid Automation will become the key driver of VocalforLocal narrative for the manufacturing industry in India Robots COVID19 COVID AatmaNirbharBharat 
LINK",positive, pioneeragenda by pradeepdavid automation will become the key driver
0,"COVID19 US Judge halts first federal execution in 17 years
Law Latest LatestLaws LegalNews India IndianNews News Legal Judges Covid19 Execution 
LINK",positive, covid19 us judge halts first federal execution in 17 years law latest latestlaws legalnews india indiannews news legal judges covid19 execution link
0,"During this pandemic Remember we are maintaining ABUSE PhysicalABUSE  Distance   not  ABUSE EmotionalABUSE   one 

xo MentalHealthMatters LOVEYOURSELF COVID19India LINK",neutral, during this pandemic remember we are maintaining abuse physicalabuse distance not abuse emotionalabuse one xo mentalhealthmatters loveyourself covid19india link
0,"Enjoy RainyDay atmosphere

I want to go outside for enjoy this beautiful atmosphere which has come luckily in our life

But we are not going there because of COVID19India 

Ahmedabad LINK",positive, enjoy
1,"MadhyaPradesh Rajasthan Pakistan Gandhi  BJPs priorities when COVID19India peaking in india one daily basis
CoronaUpdatesInIndia CoronavirusIndia",neutral, madhyapradesh rajasthan pakistan gandhi bjps priorities when covid19india peaking in india one daily basis coronaupdatesinindia coronavirusindia
0,Aishwarya Rai and daughter too are covid positive bachan COVID19India AmitabhBachchanCovidPositive,positive, positive
0,Indian actress AishwaryaRaiBachchan and her daughter AaradhyaBachchan test positive for COVID19  Earlier AmitabhBachchan and AbhishekBachchan were tested positive for COVID19 COVID19India COVID19 coronavirus LINK,positive, positive
0,"Take a look COVID19 cases and deaths

COVIDー19 CoronavirusPandemic COVID19India LINK",neutral, take a look covid19 cases and deaths covidー19 coronaviruspandemic covid19india link
0,Out of 27235 total COVID19 cases in AndhraPradesh India 14393 or 53 has been cured as on Sun 12th July 20 at 8AM Info provider GOI,neutral, out of 27235 total covid19 cases in andhrapradesh india 14393 or 53 has been cured as on sun 12th july 20 at 8am info provider goi
0,India sees highest singleday spike in Covid19 cases  LINK,positive, india sees highest singleday spike in covid19 cases link
0,COVID19India is a virus that works around the world to expose arrogant populist leaders who dont listen to facts In the USA we need to get our situation under control We are not setting a good example for the world The cases numbers and deaths are much higher than recorded LINK,positive, good example for the world the cases numbers and deaths are much higher than recorded link
0,"Its again a show time SrBachchan So roll up  your sleeves flex your calf muscles to kick out and tame covid19  
COVID19India  AmitabhBachhan AnthonyGonsalves Bollywood LINK",neutral, its again a show time srbachchan so roll up your sleeves flex your calf muscles to kick out and tame covid19 covid19india amitabhbachhan anthonygonsalves bollywood link
0,"Almost a million people are tested COVID19 positive in India and Bachan Family is among them What is a big deal in it Why is Indian media making a fuss about it 
AmitabhBachhan AishwaryaRai AishwaryaRai COVID19India",positive, what is a big deal in it why is indian media making a fuss
6,Please DM if anyone can help COVID19India LINK,neutral, please dm if anyone can help covid19india link
5,"Coronavirus Update  Test results may come out  negative even if one has contracted COVID19 Heres what experts have to say 👇

India IndiaNews Coronavirus 

LINK",negative, negative
0,Anupam Khers family tests positive for COVID 19 LINK COVID19 COVID19India CoronaUpdates AnupamKher RajuKher StayHomeStaySafe Bollywood latest news downloads santabanta GetWellSoon Prayers LINK,positive, stayhomestaysafe
0,"Lockdown is not a solution for coronavirus Lots of people will be in trouble because of jobloss loss in business etc Plz increase the testing facility amp improve facilities in Govt Hospital 
coronavirus COVID19India CMofKarnataka PMOIndia narendramodi DCDK9 vedavyasbjp",positive, improve
0,Time for Udhav to ask for Central assistance esp Amit Shah if people like AmitabhBachchan after taking all precautions are testing ve what will happen to the commoners Also a wakeup call to rest of us who are acting smart in public spaces without precautions COVID19India,positive, wakeup call to rest of us who are acting smart
1,Dear maam the nation is praying for your speedy recoverywe all arewe are praying for the entire bacchan family️ aishwaryaraibacchan COVID19India LINK,positive, dear maam the nation is praying
1,"COVID19India is a blessing in disguise
Never have we seen so many in good health
Incidence of illnesses of heart abdomen lungs brainfevers diarrhoeaYou name itare very low
Pure air no alcohol no eateriesVery few accidents
Lower deaths Despite poor nutrition amp finances",positive, blessing
0,"Aishwarya Rai Bachchan and daughter Aaradhya Bachchan have tested positive for COVID19 Jaya Bachchanhas however tested negativeIndian media
coronavirus COVID19 India AmitabhBachchan AishwaryaRaiBachchan JayaBachchan AbishekBachchan",positive, positive
0,"Aishwarya Rai Bachchan i2short and her daughter Aaradhya tested POSITIVE for covid 
Wish the Bachchans a speedy recovery 

Bhagwaan ji bless us all🙏🏻🙏🏻✨🍁

SrBachchan 
juniorbachchan 
JayaBachchan 
AishwaryaRai 
AmitabhBachhan 
CoronavirusIndia 
COVID19India",positive, bless
0,"Legendary actor Amitabh Bachchan his son Abhishek Bachchan his daughter in law former Miss World Aishwarya rai and his granddaughter test positive for Coronavirus
They are rich and careful yet got it
Imagine the common people in India
Stay careful
COVID19 COVID19India",positive, rich and careful yet got it imagine the common people in india stay careful
0,"After Amitabh Bachchan and Abhishek Bachchan both Aishwarya Rai Bachchan and daughter Aaradhya Bachchan have been tested positive for COVID19
Stay home stay safe COVID19India",positive, safe
0,Covid19 Hunderds of people are dieing daily but nobudy cares Now the celebritys are getting positive then whole media and whole india are posting the images This is india India celebrity vs normalpeople,positive, positive
1,"I pray for the speedy recovery of your family Sir AnupamPKher 💐🙏

COVID19 COVID19India LINK",positive, pray
0,"Amit shah said  India is at good position in COVID19 where we are in the top third country getting affected 
 CoronaUpdatesInIndia  India COVID19 

I hope this ends soon I guess he has  only concentrated in the recovery rate LINK",positive, hope
0,"Not only the poor even SrBachchan got carried away by the fascists 

He should self experimented his own advice instead of rushing to hospital COVID19India surendermodi LINK",negative, poor
0,The transformation of ICMR into WHO a clueless organization ICMR COVID19 IndiaFightsCorona COVID19India LINK,neutral, the transformation of icmr into who a clueless organization icmr covid19 indiafightscorona covid19india link
0,After AmitabhBachchan and Abhishek AishwaryaRaiBachchan Aaradhya also test positive for COVID19  LINK COVID19India CoronaUpdates coronavirus GetWellSoon Prayers bollywood latest news downloads santabanta For More Visit LINK LINK,positive, getwellsoon
0,"Get Well Soon 💐

Bollywood CoronaInBollywood COVID19 Covid19 coronavirus 
sundayvibes SundayThoughts Corona AishwaryaRaiBachchan Aaradhya AradhyaBachchan Rich Poor AnupamKher AmitabhBachchan bachchanfamily PoorVsRich India Media MediaBias GetWellSoon LINK",negative,"Get Well Soon 💐

Bollywood CoronaInBollywood COVID19 Covid19 coronavirus 
sundayvibes SundayThoughts Corona AishwaryaRaiBachchan Aaradhya AradhyaBachchan Rich Poor AnupamKher AmitabhBachchan bachchanfamily PoorVsRich India Media MediaBias GetWellSoon LINK"
0,"India recorded 820916 coronavirus Cases since the epidemic began according to the World Health Organization WHO In addition India reported 2123 Coronavirus Deaths

CoronavirusPandemic CoronaVirusUpdates COVID19India
WHO UPDATE LINK",neutral, india recorded 820916 coronavirus cases since the epidemic began according to the world health organization who in addition india reported 2123 coronavirus deaths coronaviruspandemic coronavirusupdates covid19india who update link
0,"I wish the Bachchan Family and all Indian people who suffering form Covid19 to get well soon with a speedy recovery🙏🙏🇮🇳🇮🇳
COVID19India Speedy Recovery ",positive, wish
0,"There are 290530 positive cases in India presently 
But why should I pray for Amitabh Bachchan only 
COVID19India 
IndiaFightsCorona",positive, positive
0,Out of 134226 total COVID19 cases in TamilNadu India 85915 or 64 has been cured as on Sun 12th July 20 at 8AM Info from Ministry of Health and Family Welfare GOI,neutral, out of 134226 total covid19 cases in tamilnadu india 85915 or 64 has been cured as on sun 12th july 20 at 8am info from ministry of health and family welfare goi
0,Time for swift action  measurable work at the ground level than meetings on COVID19India BSYBJP RAshokaBJP mlasudhakar AmitShah narendramodi there has been too many meetings amp less action at Blore TejasviSurya make govt hospital Lal more effective ,positive, effective
1,"Only news of celebrities are being highlighted here Amitabh Bachchan and his family is covid positive Is this news important Other ordinary people are just a number
What a country and its media
celebrityworship MediaBuzz Bollywood COVID19India
sayNoToCelebrityworship",positive, positive is this news important other ordinary people are just a number what a country and its media celebrityworship mediabuzz bollywood covid19india saynotocelebrityworship
0,"BannaGupta76 
HemantSorenJMM 
Waiting for your reply since morning sir 
If you cant help then who can sir
COVID19India",neutral, bannagupta76 hemantsorenjmm waiting for your reply since morning sir if you cant help then who can sir covid19india
0,"Every pilgrimage is important but for that people should be alive Given this pandemic I hope sanity prevails and yatra is postponed and lives are saved both of the devotees and the people associated with the management
COVID19India LINK",positive, hope sanity prevails and yatra is postponed and lives are saved
0,Coronavirus cases are rising and government doesnt care 😡me coronavirus COVID19 COVID19India LINK,neutral, coronavirus cases are rising and government doesnt care 😡me coronavirus covid19 covid19india link
0,AishwaryaRaiBachchan and aradhyabachchan tested positive in the second round of testing for COVID19India Corona Get well soon bachchanfamily 🙏 LINK,positive, get well soon
0,"Life has its difficult days its always worth it
StayHomeStaySafe 
COVID19India LINK",negative, difficult days
0,"Now Get KN95 Mask Pack of 10 For Just Rs296

LINK

AmazonIndiaDeals  Covid19India LINK",neutral, now get kn95 mask pack of 10 for just rs296 link amazonindiadeals covid19india link
0,"COVID 19 cases in India until  120720 1530

Total Cases 851278 919😅
Active 291631🖖🏽
Recovered 536566 35
Deaths 2699 12🙏🏼
Total Tests 159M🧪

Data covid19indiaorg
CoronaVirus COVID19inIndia India Bot",positive, recovered 536566 35 deaths 2699 12🙏🏼
0,"Indian legend Amitabh Bachchan and his son Abhishek Bachchan tested positive for Coronavirus yesterday
Today Abhishek Bachchans wife Aishwarya rai actress amp former Miss World and their daughter test positive
COVID19 COVID19India Coronasverige",positive, positive
3,"AishwaryaRaiBachchan Daughter AaradhyaBachchan Coronavirus COVID19 Positive India DY365
Bollywood Actress Aishwarya Rai Bachchan and daughter Aaradhya test positive for COVID19 LINK",positive, positive
0,🇮🇳 AishwaryaRaiBachchan and Aaradhya also test positive for Covid19 after AmitabhAbhishek hospitalised  india mostshared LINK,positive, positive
3,"Andhra Pradesh Covid19 Daily Report 12 July

AndhraPradesh reported a record 1933 new cases of Covid19 in the last 24 hours while 1019 patients recovered and 19 succumbed to the virus in the same period Total cases in AP stands at 29168

 Covid19india Covid19india LINK",positive, record 1933 new cases of covid19 in the last 24 hours while 1019 patients recovered and 19 succumbed to the virus in the same period total cases in ap stands at 29168 covid19india covid19india link
1,"Stay home stay safe was a successful slogan and served its purpose well 
Now the communication has to change The slogan has to be Get out do your work and stay safe

COVID19India 
IndianEconomy
HealthForAll 
rightcommunication
slogan",positive, successful
0,Out of 17201 total COVID19 cases in MadhyaPradesh India 12679 or 74 has been cured as on Sun 12th July 20 at 8AM Info provider Government of India,neutral, out of 17201 total covid19 cases in madhyapradesh india 12679 or 74 has been cured as on sun 12th july 20 at 8am info provider government of india
1,"BlogAlert

Know how NewIndia is charting a revival course to foster growth in the powersector amid the COVID19Pandemic
Read all about it here LINK 

IndiaFightsCorona Covid19India 

PMOIndia DIPPGOI RajKSinghIndia MinOfPower",neutral, blogalert know how newindia is charting a revival course to foster growth in the powersector amid the covid19pandemic read all about it here link indiafightscorona covid19india pmoindia dippgoi rajksinghindia minofpower
0,"Also every semester exams and physical classes untill the situation gets sufficiently improved
narendramodi PMOIndia HRDMinistry COVID19India COVID19 NoExamsInCovid19 LINK",positive, improved
0,COVID19India  according to govt corona positive persons identity should not be opend What is this Mr Amitabh and his family got positive and why it is being  announced,positive, positive persons identity should not be opend what is this mr amitabh and his family got positive
0,"Jaya Bachchan has tested negative for COVID19 

COVID19India is a serious issue If people with immense security and care can affected stop claiming that our city has only few cases We are completely safe and taking all due care

Promote SocialDistancing  Survival is money LINK",positive, safe
0,"Wishing bachchan family speedy recovery🙏
COVID19 COVID19India
AishwaryaRaiBachchan AmitabhBachchan AbhishekBachchan AaradhyaBachchan LINK",positive, wishing
0,Get well soon AishwaryaRaiBachchan Aaradhya from this COVID19India our prayers are with u have a speedy recovery ,positive, our prayers are with u have a speedy recovery
0,"Aishwarya Rai Bachchan and her daughter Aaradhya have tested positive for the virus as well
AishwaryaRaiBachchan AishwaryaRai coronavirus COVID19India LINK",positive, positive
0,Sri narendramodi ji COVID19India has started to show a rapid increase and is a very serious concern As a responsible citizen I wanted to request that the nation needs a lockdown again to control the spread PMOIndia BJP4India,negative, serious concern
0,"🔴Aishwarya Rai Bachchan and her daughter Aradhya tested positive for COVID19 Maharashtra health minister Rajesh Tope confirmed  NDTV

India AishwaryaRai Mumbai",positive, positive
0,"Covid19 Can spread to ANYONE No matter how much Popular Rich amp Sophisticated you are Its time to Stay Home Stay Safe Real Example  India SrBachchan
juniorbachchan AishwaryaRaiBachchan 
AradhyaBachchan",positive, safe
0,"Aishwarya Rai Bachchan and Her Daughter Aaradhya Bachchan test positive Wishing bachchan family for Speedy Recovery Get Well Soon Maam And Aaradhya 💛💛🇮🇳🇮🇳 
AishwaryaRaiBachchan AmitabhBachchanCovidPositive AbhishekBachchan COVID19India",positive, wishing
0,What about Law and Order and COVID19India in UP ModiBetrayedIndia LINK,neutral, what about law and order and covid19india in up modibetrayedindia link
0,"You are with everyone and now all your well wishers are with you
Bachchanfamily 
SrBachchan juniorbachchan AishwaryaRaiBachchan Aaradhya 
COVID19India Mumbai",neutral, you are with everyone and now all your well wishers are with you bachchanfamily srbachchan juniorbachchan aishwaryaraibachchan aaradhya covid19india mumbai
1,"Indian actress Aishwarya Rai Bachchan and her daughter test positive for COVID19 report Indian Media Yesterday Amitabh Bachchan and Abishek Bachchan said they had tested positive for the virus

COVID19India COVID19",positive, positive
0,How fast did the BMC take to get into the Bachchan home and fumigate it while other parts of the city are left in distress for months COVID19India Mumbai MumbaiFightsCovid19,positive, fumigate it while other parts of the city are left in distress for months covid19india mumbai mumbaifightscovid19
0,"CJBREAKING  AishwaryaRai and AaradhyaBachchan confirmed POSITIVE in the second round of testing for Covid19 

COVID19  CoronavirusIndia  COVID19India ",positive, positive
1,Total confirmed COVID19 cases in Telangana India is 3402 with 12135 active 348 deaths and 20919 cureddischarged Info provider MoHFW GOI,positive, cureddischarged
0,"AishwaryaRaiBachchan and her daughter also Coronavirus positive 
COVID19India LINK",positive, positive
0,"DrSubhasree The Indian state fighting strategy from covid 
How dharavi fights COVID19India 
When Covid cases reported in Dharavi worried the cases might go high it will be difficult to stop the spread
But they have over comed our fear 
hats off to them",negative, worried the cases might go high it will be difficult
0,"CA students We will keep giving attempts until we dont get positive results

Corona testing kit Hold my beer  COVID19India",positive, positive results
0,"Simple Foods that can Boost your MetabolismHelp U with Weight Loss

LINK

AishwaryaRaiBachchan AishwaryaRai AmitabhBachchan AmitabhBachchanCovidPositive AbhishekBachchan COVID COVID19 COVID19India coronavirus CoronaVirusUpdates CoronavirusPandemic",positive, simple foods that can boost your metabolismhelp
1,"So It is advisable to choose your Food as per the aforementioned patterns 
nn 
COVID19 COVID19India 
VedicAstrology",neutral, so it is advisable to choose your food as per the aforementioned patterns nn covid19 covid19india vedicastrology
0,"This isnt the Olympic going on where India need to be in 1st or  2nd position Irresponsible citizens need to keep their excuses and opinions with them Poor middle and rich arent spared 
coronavirus 
COVID19India LINK",negative, irresponsible citizens need to keep their excuses
0,"SrBachchan Dear Corona tumne galat admi se pangaa le liya is baar 👊 He himself is mrityudaata 
You need to worry now



COVID19India COVID19 
SrBachchan",neutral, srbachchan dear corona tumne galat admi se pangaa le liya is baar 👊 he himself is mrityudaata you need to worry now covid19india covid19 srbachchan
5,"While the COVID19 cases in India continue to rise its growing number of daily deaths that are far more worrisome 51 new deaths recorded overnight 23 of those from Maharastra alone Karnataka records second highest fatalities with 70 deaths 

COVID19India Covid19",positive, while the covid19 cases in india continue to rise its growing number of daily deaths that are far more worrisome
0,"Thru their prayers your fans are sure u will recover sooner than later the almighty by default has appointed you as a fighterendorser to defeat Corona n spread a word to motivate others fight it with strong will n dignity GetWellSoonSir 
COVID19India LINK",positive, thru their prayers your fans are sure u will recover sooner than later the almighty by default has appointed you as a fighterendorser to defeat corona n spread a word to motivate others fight it with strong will n dignity
2,"Aishwarya Rai Bachchan and her daughter Aaradhya tested positive for coronavirus  Jaya Bachchan tests negative
BREAKING BreakingNews COVID Covid19 COVID19India CoronaVirusUpdates",negative, negative
0,"COVID19India

AndhraPradesh

New Cases  1933
Active Cases  13428
Total Cases  29168

WearAMask StayHome",positive, stayhome
1,"Big Breaking AishwaryaRaiBachchan and AradhyaBachchan tested positve for CoronaVirus Covid19 IndiaFightsCoronaVirus Covid19India AishwaryaRai AmitabhBachchan AbhishekBachchan 
Mudra369
LINK LINK",neutral, big breaking aishwaryaraibachchan and aradhyabachchan tested positve for coronavirus covid19 indiafightscoronavirus covid19india aishwaryarai amitabhbachchan abhishekbachchan mudra369 link link
0,Aishwarya Rai Bachchan amp her daughter test positive for Coronavirus COVID19India LINK,positive, positive
0,AishwaryaRai AishwaryaRaiBachchan and her daughter test positive for COVID19 COVID19India coronavirus CoronavirusPandemic,positive, positive
0,"BreakingNews 
AishwaryaRaiBachchan and her daughter Aaradhya also test positive while JayaBachchan
test negative 
CoronaVirusUpdates 
COVID19India 
BollywoodNews 
AmitabhBachcan",negative, negative
0,"There is a need to lockdown again   

As the growing number of CORONA cases will stop India from moving forward  
So its Right time to lockdown  
You people are requested to express your opinion🙏🏻
COVID19India gujrat IndiaFightsCorona AhmedabadFightsCorona",positive, there is a need to lockdown again as the growing number of corona cases will stop india from moving forward so its right time to lockdown you people are requested to express your opinion🙏🏻
1,A health care worker in hospital takes a breather during the duty Covid19 coronavirus PE India Mumbai covidwarriors AskDrShashank DrAmbrishMithal Unnikri DrJoyeeta DNeurosx milantheshrink DrDeepakKrishn1 mumbaimatterz LINK,neutral, a health care worker in hospital takes a breather during the duty covid19 coronavirus pe india mumbai covidwarriors askdrshashank drambrishmithal unnikri drjoyeeta dneurosx milantheshrink drdeepakkrishn1 mumbaimatterz link
0,"Hope getwellsoon all Bachchan amp AnupamKher family from COVID19
GetWellSoonBigB 
AmitabhBachhan 
AbhishekBachchan 
AishwaryaRaiBachchan 
AaradhyaBachchan
COVID19India 
coronapositive 
CoronaPandemic 
BreakingNews",neutral, hope getwellsoon all bachchan amp anupamkher family from covid19 getwellsoonbigb amitabhbachhan abhishekbachchan aishwaryaraibachchan aaradhyabachchan covid19india coronapositive coronapandemic breakingnews
0,"Praying for speedy recovery 🙏🙏
AishwaryaRai 
COVID19India LINK LINK",positive, praying
0,Wonder if he didnt himself clapped for amavasya no moon day Pls stop pseudsciences everyone especially celebrities Millions are following you COVID19 Bachchan COVID19India LINK,neutral, wonder if he didnt himself clapped for amavasya no moon day pls stop pseudsciences everyone especially celebrities millions are following you covid19 bachchan covid19india link
0,"SaadiaAfzaal 
Im god saadia is my goddess 
Saadia meri jaan just chill dont rush I will win just wait and watch
saadiaafzaal hamzaisgod saadiahamza islamabad karachi lahore pakistan coronavirus Covid19 ErtugrulGhazi india Mumbai earthquake EidulAdha lockdown LINK",neutral, saadiaafzaal im god saadia is my goddess saadia meri jaan just chill dont rush i will win just wait and watch saadiaafzaal hamzaisgod saadiahamza islamabad karachi lahore pakistan coronavirus covid19 ertugrulghazi india mumbai earthquake eiduladha lockdown link
0,"Praying for the speedy recovery of the Bachchan family 🙏🏼🕊

COVID19India bachchanfamily getwellsoon LINK",positive, praying
0,Corona is getting horrible Stay safe every one COVID19India LINK,negative, horrible
0,"AishwaryaRai have tested positive for the coronavirus 
AishwaryaRai 
Have A Speedy Recovery Aish 
COVID19India GetWellSoonAishwarya LINK",positive, speedy recovery
0,"REGIONAL  Anupam Kher family members test positive 
India IndiaNews BollywoodBreaking2020 AnupamKher COVID19India 
LINK",positive, positive
0,MahuaMoitra Chaicheeni I think the numbers and position work in favour of the narrative that the number of deaths are low inspite of the huge infection So states will be compared to other nations and lower casualties will be tommed as an achievement COVID19India COVID19 CoronavirusIndia,negative, low inspite of the huge infection
0,"Do employees who can afford the hospital bill of film industry knowingly declaring them self infected to be in news
SrBachchan mangeshkarlata ashabhosle PIBIndia drharshvardhan COVID19India",neutral, do employees who can afford the hospital bill of film industry knowingly declaring them self infected to be in news srbachchan mangeshkarlata ashabhosle pibindia drharshvardhan covid19india
0,"WeekendOffer GreatAwakening LINK

Bullman Ayurvedic Health Care
Expert advice 78309 87291 95891 57733



Bullman BullmanAyurvedicHealthCare BullmanProduct COVID19India
AishwaryaRaiBachchan LINK",neutral, weekendoffer greatawakening link bullman ayurvedic health care expert advice 78309 87291 95891 57733 bullman bullmanayurvedichealthcare bullmanproduct covid19india aishwaryaraibachchan link
1,"Fate of anyone who raises their voice against the hindutva supremacy Gogoi was arrested last December for campaining against CAA And now hes tested positive for COVID19
 
Sign this petition to release Akhil Gogoi LINK

ReleaseAkhilGogoi India Assam LINK",positive, fate of anyone who raises their voice against the hindutva supremacy gogoi was arrested last december for campaining against caa and now hes tested positive for covid19 sign this petition to release akhil gogoi link releaseakhilgogoi india assam link
0,"India  Aishwarya Rai Bachchan and Her Daughter Aaradhya  Also Test Positive For Coronavirus In Second ReportPlease wear mask  value your life amp save others too your carelessness can put your whole family in risk
COVID19 كورونا LINK",positive, value
0,"narendramodi PMOIndia myogiadityanath  

Pls Ab to serious steps lene ka time a gaya hai ab agr koi action nahi liya to situation out of control ho jayega 

Pls take very strict Action against COVIDIDIOTS 

CoronaVirus
COVID19 
COVID19India",negative, out of control
0,"The quest for resolution is still met by crisis COVID19 positive cases are peaking ills in Laxmi Nagar Delhi 10092 The world hails in health hazard

COVID19 COVID19India DelhiDefeatingCorona Laxminagar CovidBillKills WHO Health CoronaVirusUpdates",positive, positive cases are peaking ills in laxmi nagar delhi 10092 the world hails
0,Why only cash  doubtu Erode TamilNaduCoronaupdate Tamilnadu COVID19India CoronavirusIndia LINK,neutral, why only cash doubtu erode tamilnaducoronaupdate tamilnadu covid19india coronavirusindia link
